16:48:17.396 [main] INFO  c.e.todolist.TodoListApplication - Starting TodoListApplication using Java 20.0.2 with PID 5128 (D:\GB_JAVA\Spring\Projects\Seminar8\HomeWorkSem8\TodoList\target\classes started by Сергей in D:\GB_JAVA\Spring\Projects\Seminar8\HomeWorkSem8\TodoList)
21:35:41.870 [main] INFO  c.e.todolist.TodoListApplication - Starting TodoListApplication using Java 20.0.2 with PID 7644 (D:\GB_JAVA\Spring\Projects\Seminar12\TodoList\target\classes started by Сергей in D:\GB_JAVA\Spring\Projects\Seminar12\TodoList)
21:35:41.886 [main] INFO  c.e.todolist.TodoListApplication - No active profile set, falling back to 1 default profile: "default"
21:35:52.472 [main] INFO  c.e.todolist.TodoListApplication - Started TodoListApplication in 11.78 seconds (process running for 13.64)
21:44:52.088 [main] INFO  c.e.todolist.TodoListApplication - Starting TodoListApplication using Java 20.0.2 with PID 8140 (D:\GB_JAVA\Spring\Projects\Seminar12\TodoList\target\classes started by Сергей in D:\GB_JAVA\Spring\Projects\Seminar12\TodoList)
21:44:52.092 [main] INFO  c.e.todolist.TodoListApplication - No active profile set, falling back to 1 default profile: "default"
21:45:03.131 [main] INFO  c.e.todolist.TodoListApplication - Started TodoListApplication in 12.407 seconds (process running for 14.147)
21:45:14.959 [http-nio-8080-exec-8] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:45:15.232 [http-nio-8080-exec-8] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 270ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:44:57.160563), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T21:44:57.160563), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:44:57.160563), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:44:57.160563), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:44:57.160563)] 
21:45:24.283 [http-nio-8080-exec-2] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.addTask вызван с аргументами: [Task(id=null, description=task2, status=null, createdAt=null)]
21:45:24.338 [http-nio-8080-exec-2] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод addTask выполнился (Время выполнения: 55ms) с результатом - Task(id=6, description=task2, status=NOT_STARTED, createdAt=2024-02-19T21:45:24.283707400) 
21:45:24.493 [http-nio-8080-exec-4] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:45:24.500 [http-nio-8080-exec-4] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 6ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:44:57.160563), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T21:44:57.160563), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:44:57.160563), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:44:57.160563), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:44:57.160563), Task(id=6, description=task2, status=NOT_STARTED, createdAt=2024-02-19T21:45:24.283707)] 
21:47:14.736 [main] INFO  c.e.todolist.TodoListApplication - Starting TodoListApplication using Java 20.0.2 with PID 4336 (D:\GB_JAVA\Spring\Projects\Seminar12\TodoList\target\classes started by Сергей in D:\GB_JAVA\Spring\Projects\Seminar12\TodoList)
21:47:14.741 [main] INFO  c.e.todolist.TodoListApplication - No active profile set, falling back to 1 default profile: "default"
21:47:24.591 [main] INFO  c.e.todolist.TodoListApplication - Started TodoListApplication in 10.984 seconds (process running for 12.649)
21:47:34.025 [http-nio-8080-exec-4] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:47:34.352 [http-nio-8080-exec-4] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 323ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T21:47:19.107014), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:47:19.107014), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014)] 
21:47:36.466 [http-nio-8080-exec-7] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.updateTaskStatus вызван с аргументами: [2, COMPLETED]
21:47:36.535 [http-nio-8080-exec-7] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод updateTaskStatus выполнился (Время выполнения: 68ms) с результатом - Task(id=2, description=Task 2, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014) 
21:47:36.564 [http-nio-8080-exec-8] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:47:36.569 [http-nio-8080-exec-8] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 5ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=2, description=Task 2, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:47:19.107014), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014)] 
21:47:37.760 [http-nio-8080-exec-9] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.deleteTask вызван с аргументами: [2]
21:47:37.796 [http-nio-8080-exec-9] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод deleteTask выполнился (Время выполнения: 36ms) с результатом - null 
21:47:37.806 [http-nio-8080-exec-10] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:47:37.811 [http-nio-8080-exec-10] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 4ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:47:19.107014), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014)] 
21:47:46.182 [http-nio-8080-exec-4] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.addTask вызван с аргументами: [Task(id=null, description=Task3 190224, status=null, createdAt=null)]
21:47:46.204 [http-nio-8080-exec-4] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод addTask выполнился (Время выполнения: 22ms) с результатом - Task(id=6, description=Task3 190224, status=NOT_STARTED, createdAt=2024-02-19T21:47:46.182964) 
21:47:46.329 [http-nio-8080-exec-6] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:47:46.333 [http-nio-8080-exec-6] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 4ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:47:19.107014), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=6, description=Task3 190224, status=NOT_STARTED, createdAt=2024-02-19T21:47:46.182964)] 
21:48:08.072 [http-nio-8080-exec-1] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.addTask вызван с аргументами: [Task(id=null, description=Task4 190224, status=null, createdAt=null)]
21:48:08.089 [http-nio-8080-exec-1] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод addTask выполнился (Время выполнения: 3ms) с результатом - Task(id=7, description=Task4 190224, status=NOT_STARTED, createdAt=2024-02-19T21:48:08.086353800) 
21:48:08.132 [http-nio-8080-exec-2] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
21:48:08.137 [http-nio-8080-exec-2] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 5ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T21:47:19.107014), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T21:47:19.107014), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T21:47:19.107014), Task(id=6, description=Task3 190224, status=NOT_STARTED, createdAt=2024-02-19T21:47:46.182964), Task(id=7, description=Task4 190224, status=NOT_STARTED, createdAt=2024-02-19T21:48:08.086354)] 
22:59:45.769 [main] INFO  c.e.todolist.TodoListApplication - Starting TodoListApplication using Java 20.0.2 with PID 4516 (D:\GB_JAVA\Spring\Projects\Seminar12\TodoList\target\classes started by Сергей in D:\GB_JAVA\Spring\Projects\Seminar12\TodoList)
22:59:45.788 [main] INFO  c.e.todolist.TodoListApplication - No active profile set, falling back to 1 default profile: "default"
22:59:56.051 [main] INFO  c.e.todolist.TodoListApplication - Started TodoListApplication in 11.833 seconds (process running for 14.433)
23:04:03.333 [http-nio-8080-exec-10] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:04:03.645 [http-nio-8080-exec-10] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 309ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697)] 
23:04:21.318 [http-nio-8080-exec-3] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:04:21.322 [http-nio-8080-exec-3] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 4ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697)] 
23:04:30.611 [http-nio-8080-exec-6] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:04:30.617 [http-nio-8080-exec-6] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 6ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697)] 
23:04:33.367 [http-nio-8080-exec-9] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:04:33.375 [http-nio-8080-exec-9] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 7ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697)] 
23:04:55.083 [http-nio-8080-exec-5] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.addTask вызван с аргументами: [Task(id=null, description=Add task test sort, status=null, createdAt=null)]
23:04:55.145 [http-nio-8080-exec-5] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод addTask выполнился (Время выполнения: 62ms) с результатом - Task(id=6, description=Add task test sort, status=NOT_STARTED, createdAt=2024-02-19T23:04:55.083336900) 
23:04:55.259 [http-nio-8080-exec-6] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:04:55.264 [http-nio-8080-exec-6] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 4ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=6, description=Add task test sort, status=NOT_STARTED, createdAt=2024-02-19T23:04:55.083337)] 
23:04:59.183 [http-nio-8080-exec-9] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:04:59.193 [http-nio-8080-exec-9] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 10ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=6, description=Add task test sort, status=NOT_STARTED, createdAt=2024-02-19T23:04:55.083337)] 
23:05:02.714 [http-nio-8080-exec-2] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:05:02.725 [http-nio-8080-exec-2] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 11ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=6, description=Add task test sort, status=NOT_STARTED, createdAt=2024-02-19T23:04:55.083337)] 
23:05:04.426 [http-nio-8080-exec-3] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:05:04.436 [http-nio-8080-exec-3] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 10ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T22:59:50.294697), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T22:59:50.294697), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T22:59:50.294697), Task(id=6, description=Add task test sort, status=NOT_STARTED, createdAt=2024-02-19T23:04:55.083337)] 
23:05:39.521 [main] INFO  c.e.todolist.TodoListApplication - Starting TodoListApplication using Java 20.0.2 with PID 6872 (D:\GB_JAVA\Spring\Projects\Seminar12\TodoList\target\classes started by Сергей in D:\GB_JAVA\Spring\Projects\Seminar12\TodoList)
23:05:39.525 [main] INFO  c.e.todolist.TodoListApplication - No active profile set, falling back to 1 default profile: "default"
23:05:49.686 [main] INFO  c.e.todolist.TodoListApplication - Started TodoListApplication in 11.417 seconds (process running for 13.339)
23:05:57.606 [http-nio-8080-exec-5] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод TaskService.getAllTasks вызван с аргументами: []
23:05:57.893 [http-nio-8080-exec-5] INFO  c.e.todolist.aspect.UserActionAspect - Действие пользователя: user - Метод getAllTasks выполнился (Время выполнения: 285ms) с результатом - [Task(id=1, description=Task 1, status=NOT_STARTED, createdAt=2024-02-19T23:05:43.843433), Task(id=2, description=Task 2, status=IN_PROGRESS, createdAt=2024-02-19T23:05:43.843433), Task(id=3, description=Task 3, status=COMPLETED, createdAt=2024-02-19T23:05:43.843433), Task(id=4, description=Task 4, status=IN_PROGRESS, createdAt=2024-02-19T23:05:43.843433), Task(id=5, description=Task 5, status=NOT_STARTED, createdAt=2024-02-19T23:05:43.843433)] 
17:24:33.802 [main] INFO  c.example.todolist.Task12Application - Starting Task12Application using Java 17.0.12 with PID 14224 (C:\Users\user\Desktop\seminars\JavaSpring\task12\target\classes started by user in C:\Users\user\Desktop\seminars\JavaSpring\task12)
17:24:33.804 [main] INFO  c.example.todolist.Task12Application - No active profile set, falling back to 1 default profile: "default"
17:24:39.145 [main] INFO  c.example.todolist.Task12Application - Started Task12Application in 5.677 seconds (process running for 5.911)
